"","dataSource","subject_id","activity","variable","mean"
"2489","test",10,"SITTING","time_body_gyro_jerk_magnitude_std",-0.8035018775
"2490","test",10,"SITTING","frequency_body_acceleration_mean_x",-0.671036756991379
"2491","test",10,"SITTING","frequency_body_acceleration_mean_y",-0.56492112005431
"2492","test",10,"SITTING","frequency_body_acceleration_mean_z",-0.755477063777586
"2493","test",10,"SITTING","frequency_body_acceleration_std_x",-0.685967027327586
"2494","test",10,"SITTING","frequency_body_acceleration_std_y",-0.608637830568965
"2495","test",10,"SITTING","frequency_body_acceleration_std_z",-0.775217600974138
"2496","test",10,"SITTING","frequency_body_acceleration_mean_freq_x",-0.0865565119224138
"2497","test",10,"SITTING","frequency_body_acceleration_mean_freq_y",0.118340305994828
"2498","test",10,"SITTING","frequency_body_acceleration_mean_freq_z",0.294565669792241
"2499","test",10,"SITTING","frequency_body_acceleration_jerk_mean_x",-0.677877879552586
"2500","test",10,"SITTING","frequency_body_acceleration_jerk_mean_y",-0.601501631942241
"2501","test",10,"SITTING","frequency_body_acceleration_jerk_mean_z",-0.776146487347414
"2502","test",10,"SITTING","frequency_body_acceleration_jerk_std_x",-0.6825747266575
"2503","test",10,"SITTING","frequency_body_acceleration_jerk_std_y",-0.601670696297414
"2504","test",10,"SITTING","frequency_body_acceleration_jerk_std_z",-0.817453989310345
"2505","test",10,"SITTING","frequency_body_acceleration_jerk_mean_freq_x",0.0556565415396552
"2506","test",10,"SITTING","frequency_body_acceleration_jerk_mean_freq_y",-0.0627501066896552
"2507","test",10,"SITTING","frequency_body_acceleration_jerk_mean_freq_z",0.125357917406034
"2508","test",10,"SITTING","frequency_body_gyro_mean_x",-0.708227808862155
"2509","test",10,"SITTING","frequency_body_gyro_mean_y",-0.76112517175
"2510","test",10,"SITTING","frequency_body_gyro_mean_z",-0.638948497488793
"2511","test",10,"SITTING","frequency_body_gyro_std_x",-0.770129229456897
"2512","test",10,"SITTING","frequency_body_gyro_std_y",-0.749100059568966
"2513","test",10,"SITTING","frequency_body_gyro_std_z",-0.703874331267241
"2514","test",10,"SITTING","frequency_body_gyro_mean_freq_x",-0.0187800320543103
"2515","test",10,"SITTING","frequency_body_gyro_mean_freq_y",0.0639458440232759
"2516","test",10,"SITTING","frequency_body_gyro_mean_freq_z",0.0398504717206897
"2517","test",10,"SITTING","frequency_body_acceleration_magnitude_mean",-0.632859902586207
"2518","test",10,"SITTING","frequency_body_acceleration_magnitude_std",-0.725881434232759
"2519","test",10,"SITTING","frequency_body_acceleration_magnitude_mean_freq",0.235344201575
"2520","test",10,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.630393750482759
"2521","test",10,"SITTING","frequency_body_body_acceleration_jerk_magnitude_std",-0.632596015431638
"2522","test",10,"SITTING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.18208010764569
"2523","test",10,"SITTING","frequency_body_body_gyro_magnitude_mean",-0.751876822422414
"2524","test",10,"SITTING","frequency_body_body_gyro_magnitude_std",-0.779519774396552
"2525","test",10,"SITTING","frequency_body_body_gyro_magnitude_mean_freq",0.0730532370162672
"2526","test",10,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean",-0.80824356112069
"2527","test",10,"SITTING","frequency_body_body_gyro_jerk_magnitude_std",-0.811194220344828
"2528","test",10,"SITTING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.158407214024138
"2529","test",12,"LAYING","time_body_acceleration_mean_x",0.27360872421875
"2530","test",12,"LAYING","time_body_acceleration_mean_y",-0.018337204411489
"2531","test",12,"LAYING","time_body_acceleration_mean_z",-0.106649116775
"2532","test",12,"LAYING","time_body_acceleration_std_x",-0.583962207065
"2533","test",12,"LAYING","time_body_acceleration_std_y",-0.522040023435
"2534","test",12,"LAYING","time_body_acceleration_std_z",-0.699293531365625
"2535","test",12,"LAYING","time_gravity_acceleration_mean_x",0.69922245131875
"2536","test",12,"LAYING","time_gravity_acceleration_mean_y",0.029976775735
"2537","test",12,"LAYING","time_gravity_acceleration_mean_z",0.0330295544910625
"2538","test",12,"LAYING","time_gravity_acceleration_std_x",-0.96738343446875
"2539","test",12,"LAYING","time_gravity_acceleration_std_y",-0.9605729084375
"2540","test",12,"LAYING","time_gravity_acceleration_std_z",-0.9468085636875
"2541","test",12,"LAYING","time_body_acceleration_jerk_mean_x",0.070430311315625
"2542","test",12,"LAYING","time_body_acceleration_jerk_mean_y",0.0053115377979375
"2543","test",12,"LAYING","time_body_acceleration_jerk_mean_z",0.0003081123684
"2544","test",12,"LAYING","time_body_acceleration_jerk_std_x",-0.582418267596875
"2545","test",12,"LAYING","time_body_acceleration_jerk_std_y",-0.571359817082031
"2546","test",12,"LAYING","time_body_acceleration_jerk_std_z",-0.79262193625
"2547","test",12,"LAYING","time_body_gyro_mean_x",-0.0628663472537188
"2548","test",12,"LAYING","time_body_gyro_mean_y",-0.0592027333975
"2549","test",12,"LAYING","time_body_gyro_mean_z",0.0960742146838125
"2550","test",12,"LAYING","time_body_gyro_std_x",-0.727881704983125
"2551","test",12,"LAYING","time_body_gyro_std_y",-0.73506282621875
"2552","test",12,"LAYING","time_body_gyro_std_z",-0.671057678528125
"2553","test",12,"LAYING","time_body_gyro_jerk_mean_x",-0.0731134377315625
"2554","test",12,"LAYING","time_body_gyro_jerk_mean_y",-0.043678823491875
"2555","test",12,"LAYING","time_body_gyro_jerk_mean_z",-0.0574585039485312
"2556","test",12,"LAYING","time_body_gyro_jerk_std_x",-0.709726149496875
"2557","test",12,"LAYING","time_body_gyro_jerk_std_y",-0.8112325993125
"2558","test",12,"LAYING","time_body_gyro_jerk_std_z",-0.749351860259375
"2559","test",12,"LAYING","time_body_acceleration_magnitude_mean",-0.559586545675313
"2560","test",12,"LAYING","time_body_acceleration_magnitude_std",-0.5743864944925
"2561","test",12,"LAYING","time_gravity_acceleration_magnitude_mean",-0.559586545675313
"2562","test",12,"LAYING","time_gravity_acceleration_magnitude_std",-0.5743864944925
"2563","test",12,"LAYING","time_body_acceleration_jerk_magnitude_mean",-0.6300504918575
"2564","test",12,"LAYING","time_body_acceleration_jerk_magnitude_std",-0.566365683597188
"2565","test",12,"LAYING","time_body_gyro_magnitude_mean",-0.63166805889875
"2566","test",12,"LAYING","time_body_gyro_magnitude_std",-0.68485805678325
"2567","test",12,"LAYING","time_body_gyro_jerk_magnitude_mean",-0.77729447821875
"2568","test",12,"LAYING","time_body_gyro_jerk_magnitude_std",-0.7863865328125
"2569","test",12,"LAYING","frequency_body_acceleration_mean_x",-0.578920210879375
"2570","test",12,"LAYING","frequency_body_acceleration_mean_y",-0.523287078731563
"2571","test",12,"LAYING","frequency_body_acceleration_mean_z",-0.7266403145
"2572","test",12,"LAYING","frequency_body_acceleration_std_x",-0.586922577889687
"2573","test",12,"LAYING","frequency_body_acceleration_std_y",-0.553076639139062
"2574","test",12,"LAYING","frequency_body_acceleration_std_z",-0.709983235125
"2575","test",12,"LAYING","frequency_body_acceleration_mean_freq_x",-0.183738216351156
"2576","test",12,"LAYING","frequency_body_acceleration_mean_freq_y",0.0444598424159375
"2577","test",12,"LAYING","frequency_body_acceleration_mean_freq_z",0.0689109866546875
"2578","test",12,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.599109317756219
"2579","test",12,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.591296422972219
"2580","test",12,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.7754265825625
"2581","test",12,"LAYING","frequency_body_acceleration_jerk_std_x",-0.602960063359688
"2582","test",12,"LAYING","frequency_body_acceleration_jerk_std_y",-0.579168053712969
"2583","test",12,"LAYING","frequency_body_acceleration_jerk_std_z",-0.80858300040625
"2584","test",12,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",-0.046619864264875
"2585","test",12,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.204694170128437
"2586","test",12,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",-0.097564019993875
"2587","test",12,"LAYING","frequency_body_gyro_mean_x",-0.661246826087188
"2588","test",12,"LAYING","frequency_body_gyro_mean_y",-0.74479814778125
"2589","test",12,"LAYING","frequency_body_gyro_mean_z",-0.657369914584375
"2590","test",12,"LAYING","frequency_body_gyro_std_x",-0.750393858303125
"2591","test",12,"LAYING","frequency_body_gyro_std_y",-0.7334567315
"2592","test",12,"LAYING","frequency_body_gyro_std_z",-0.70823315425
"2593","test",12,"LAYING","frequency_body_gyro_mean_freq_x",-0.084349829508125
"2594","test",12,"LAYING","frequency_body_gyro_mean_freq_y",-0.107309871566031
"2595","test",12,"LAYING","frequency_body_gyro_mean_freq_z",-0.064849391596875
"2596","test",12,"LAYING","frequency_body_acceleration_magnitude_mean",-0.55928367746625
"2597","test",12,"LAYING","frequency_body_acceleration_magnitude_std",-0.65053328158
"2598","test",12,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.0755926577467031
"2599","test",12,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.564239194378438
"2600","test",12,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.571614888155312
"2601","test",12,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.126323612300937
"2602","test",12,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.717311676745625
"2603","test",12,"LAYING","frequency_body_body_gyro_magnitude_std",-0.719438065809375
"2604","test",12,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",-0.0455357170932187
"2605","test",12,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.78990285099375
"2606","test",12,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.7973614576875
"2607","test",12,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.0705873609285625
"2608","test",13,"LAYING","time_body_acceleration_mean_x",0.275331302564103
"2609","test",13,"LAYING","time_body_acceleration_mean_y",-0.0138142117769231
"2610","test",13,"LAYING","time_body_acceleration_mean_z",-0.102743770538462
"2611","test",13,"LAYING","time_body_acceleration_std_x",-0.985624894358974
"2612","test",13,"LAYING","time_body_acceleration_std_y",-0.942586546666667
"2613","test",13,"LAYING","time_body_acceleration_std_z",-0.930449546410256
"2614","test",13,"LAYING","time_gravity_acceleration_mean_x",0.921964862307692
"2615","test",13,"LAYING","time_gravity_acceleration_mean_y",-0.109627963589744
"2616","test",13,"LAYING","time_gravity_acceleration_mean_z",-0.0550385769230769
"2617","test",13,"LAYING","time_gravity_acceleration_std_x",-0.983806016410256
"2618","test",13,"LAYING","time_gravity_acceleration_std_y",-0.958703707692308
"2619","test",13,"LAYING","time_gravity_acceleration_std_z",-0.931495681282051
"2620","test",13,"LAYING","time_body_acceleration_jerk_mean_x",0.0753361867589744
"2621","test",13,"LAYING","time_body_acceleration_jerk_mean_y",3.21396751282084e-06
"2622","test",13,"LAYING","time_body_acceleration_jerk_mean_z",-0.0207597312274615
"2623","test",13,"LAYING","time_body_acceleration_jerk_std_x",-0.98320905
"2624","test",13,"LAYING","time_body_acceleration_jerk_std_y",-0.980900278974359
"2625","test",13,"LAYING","time_body_acceleration_jerk_std_z",-0.983156733589744
"2626","test",13,"LAYING","time_body_gyro_mean_x",-0.0249456255282051
"2627","test",13,"LAYING","time_body_gyro_mean_y",-0.103120769384615
"2628","test",13,"LAYING","time_body_gyro_mean_z",0.107581098384615
"2629","test",13,"LAYING","time_body_gyro_std_x",-0.969929041025641
"2630","test",13,"LAYING","time_body_gyro_std_y",-0.966961138974359
"2631","test",13,"LAYING","time_body_gyro_std_z",-0.97720682974359
"2632","test",13,"LAYING","time_body_gyro_jerk_mean_x",-0.0983042010512821
"2633","test",13,"LAYING","time_body_gyro_jerk_mean_y",-0.0402657887512821
"2634","test",13,"LAYING","time_body_gyro_jerk_mean_z",-0.0550643396076923
"2635","test",13,"LAYING","time_body_gyro_jerk_std_x",-0.981567850769231
"2636","test",13,"LAYING","time_body_gyro_jerk_std_y",-0.976328599230769
"2637","test",13,"LAYING","time_body_gyro_jerk_std_z",-0.989009073846154
"2638","test",13,"LAYING","time_body_acceleration_magnitude_mean",-0.957516079230769
"2639","test",13,"LAYING","time_body_acceleration_magnitude_std",-0.942385326153846
"2640","test",13,"LAYING","time_gravity_acceleration_magnitude_mean",-0.957516079230769
"2641","test",13,"LAYING","time_gravity_acceleration_magnitude_std",-0.942385326153846
"2642","test",13,"LAYING","time_body_acceleration_jerk_magnitude_mean",-0.98520112948718
"2643","test",13,"LAYING","time_body_acceleration_jerk_magnitude_std",-0.978163795641026
"2644","test",13,"LAYING","time_body_gyro_magnitude_mean",-0.955927413846154
"2645","test",13,"LAYING","time_body_gyro_magnitude_std",-0.950583752820513
"2646","test",13,"LAYING","time_body_gyro_jerk_magnitude_mean",-0.983384277692308
"2647","test",13,"LAYING","time_body_gyro_jerk_magnitude_std",-0.97434648974359
"2648","test",13,"LAYING","frequency_body_acceleration_mean_x",-0.984271615128205
"2649","test",13,"LAYING","frequency_body_acceleration_mean_y",-0.956789564358974
"2650","test",13,"LAYING","frequency_body_acceleration_mean_z",-0.950531688512821
"2651","test",13,"LAYING","frequency_body_acceleration_std_x",-0.986415295897436
"2652","test",13,"LAYING","frequency_body_acceleration_std_y",-0.939186338282051
"2653","test",13,"LAYING","frequency_body_acceleration_std_z",-0.925227749230769
"2654","test",13,"LAYING","frequency_body_acceleration_mean_freq_x",0.0315053048230769
"2655","test",13,"LAYING","frequency_body_acceleration_mean_freq_y",0.0449405374051282
"2656","test",13,"LAYING","frequency_body_acceleration_mean_freq_z",0.0939470131076923
"2657","test",13,"LAYING","frequency_body_acceleration_jerk_mean_x",-0.983927862051282
"2658","test",13,"LAYING","frequency_body_acceleration_jerk_mean_y",-0.980645807948718
"2659","test",13,"LAYING","frequency_body_acceleration_jerk_mean_z",-0.980337277948718
"2660","test",13,"LAYING","frequency_body_acceleration_jerk_std_x",-0.984034336923077
"2661","test",13,"LAYING","frequency_body_acceleration_jerk_std_y",-0.982669254358974
"2662","test",13,"LAYING","frequency_body_acceleration_jerk_std_z",-0.984633643333333
"2663","test",13,"LAYING","frequency_body_acceleration_jerk_mean_freq_x",0.239985355750256
"2664","test",13,"LAYING","frequency_body_acceleration_jerk_mean_freq_y",-0.0077920488025641
"2665","test",13,"LAYING","frequency_body_acceleration_jerk_mean_freq_z",0.0607242020897436
"2666","test",13,"LAYING","frequency_body_gyro_mean_x",-0.968652687692308
"2667","test",13,"LAYING","frequency_body_gyro_mean_y",-0.966862591794872
"2668","test",13,"LAYING","frequency_body_gyro_mean_z",-0.978006883846154
"2669","test",13,"LAYING","frequency_body_gyro_std_x",-0.970684781794872
"2670","test",13,"LAYING","frequency_body_gyro_std_y",-0.967487258974359
"2671","test",13,"LAYING","frequency_body_gyro_std_z",-0.979074316410256
"2672","test",13,"LAYING","frequency_body_gyro_mean_freq_x",-0.139572023069231
"2673","test",13,"LAYING","frequency_body_gyro_mean_freq_y",0.00239265776923077
"2674","test",13,"LAYING","frequency_body_gyro_mean_freq_z",0.0355340606272051
"2675","test",13,"LAYING","frequency_body_acceleration_magnitude_mean",-0.954053960076923
"2676","test",13,"LAYING","frequency_body_acceleration_magnitude_std",-0.945110419487179
"2677","test",13,"LAYING","frequency_body_acceleration_magnitude_mean_freq",0.173830880376923
"2678","test",13,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.978673536923077
"2679","test",13,"LAYING","frequency_body_body_acceleration_jerk_magnitude_std",-0.97652953974359
"2680","test",13,"LAYING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.266243956241026
"2681","test",13,"LAYING","frequency_body_body_gyro_magnitude_mean",-0.959784324358974
"2682","test",13,"LAYING","frequency_body_body_gyro_magnitude_std",-0.953582937435897
"2683","test",13,"LAYING","frequency_body_body_gyro_magnitude_mean_freq",0.0514032297179487
"2684","test",13,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean",-0.975424345641026
"2685","test",13,"LAYING","frequency_body_body_gyro_jerk_magnitude_std",-0.974582518974359
"2686","test",13,"LAYING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.157485539307692
"2687","test",13,"WALKING","time_body_acceleration_mean_x",0.275972328878472
"2688","test",13,"WALKING","time_body_acceleration_mean_y",-0.0181699742090972
"2689","test",13,"WALKING","time_body_acceleration_mean_z",-0.110000803208681
"2690","test",13,"WALKING","time_body_acceleration_std_x",-0.575988776406597
"2691","test",13,"WALKING","time_body_acceleration_std_y",-0.381951349576563
"2692","test",13,"WALKING","time_body_acceleration_std_z",-0.540752991340972
"2693","test",13,"WALKING","time_gravity_acceleration_mean_x",0.681292470135417
"2694","test",13,"WALKING","time_gravity_acceleration_mean_y",-0.0329394768333333
"2695","test",13,"WALKING","time_gravity_acceleration_mean_z",0.0577532953226042
"2696","test",13,"WALKING","time_gravity_acceleration_std_x",-0.965028548993056
"2697","test",13,"WALKING","time_gravity_acceleration_std_y",-0.952841561840278
"2698","test",13,"WALKING","time_gravity_acceleration_std_z",-0.939707240555556
"2699","test",13,"WALKING","time_body_acceleration_jerk_mean_x",0.0799949338409549
"2700","test",13,"WALKING","time_body_acceleration_jerk_mean_y",0.00440454945364583
"2701","test",13,"WALKING","time_body_acceleration_jerk_mean_z",-0.0112095839764236
"2702","test",13,"WALKING","time_body_acceleration_jerk_std_x",-0.592262931284375
"2703","test",13,"WALKING","time_body_acceleration_jerk_std_y",-0.514017250515903
"2704","test",13,"WALKING","time_body_acceleration_jerk_std_z",-0.693961831159722
"2705","test",13,"WALKING","time_body_gyro_mean_x",-0.0604857980730833
"2706","test",13,"WALKING","time_body_gyro_mean_y",-0.0560470862676389
"2707","test",13,"WALKING","time_body_gyro_mean_z",0.0976858981960417
"2708","test",13,"WALKING","time_body_gyro_std_x",-0.68060309553125
"2709","test",13,"WALKING","time_body_gyro_std_y",-0.602228374072917
"2710","test",13,"WALKING","time_body_gyro_std_z",-0.5981257841875
"2711","test",13,"WALKING","time_body_gyro_jerk_mean_x",-0.0867388887725694
"2712","test",13,"WALKING","time_body_gyro_jerk_mean_y",-0.0446006639826389
"2713","test",13,"WALKING","time_body_gyro_jerk_mean_z",-0.0587062286048611
"2714","test",13,"WALKING","time_body_gyro_jerk_std_x",-0.679779924798611
"2715","test",13,"WALKING","time_body_gyro_jerk_std_y",-0.684140465829861
"2716","test",13,"WALKING","time_body_gyro_jerk_std_z",-0.675301799440972
"2717","test",13,"WALKING","time_body_acceleration_magnitude_mean",-0.483315619064583
"2718","test",13,"WALKING","time_body_acceleration_magnitude_std",-0.550491331300347
"2719","test",13,"WALKING","time_gravity_acceleration_magnitude_mean",-0.483315619064583
"2720","test",13,"WALKING","time_gravity_acceleration_magnitude_std",-0.550491331300347
"2721","test",13,"WALKING","time_body_acceleration_jerk_magnitude_mean",-0.576752933821528
"2722","test",13,"WALKING","time_body_acceleration_jerk_magnitude_std",-0.560426682771771
"2723","test",13,"WALKING","time_body_gyro_magnitude_mean",-0.530473151740972
"2724","test",13,"WALKING","time_body_gyro_magnitude_std",-0.593814475246528
"2725","test",13,"WALKING","time_body_gyro_jerk_magnitude_mean",-0.676095972034722
"2726","test",13,"WALKING","time_body_gyro_jerk_magnitude_std",-0.676537708217014
"2727","test",13,"WALKING","frequency_body_acceleration_mean_x",-0.592037723774653
"2728","test",13,"WALKING","frequency_body_acceleration_mean_y",-0.430725622034167
"2729","test",13,"WALKING","frequency_body_acceleration_mean_z",-0.586295210948958
"2730","test",13,"WALKING","frequency_body_acceleration_std_x",-0.571064824236111
"2731","test",13,"WALKING","frequency_body_acceleration_std_y",-0.398044620757986
"2732","test",13,"WALKING","frequency_body_acceleration_std_z",-0.554865217131076
"2733","test",13,"WALKING","frequency_body_acceleration_mean_freq_x",-0.256393160981597
"2734","test",13,"WALKING","frequency_body_acceleration_mean_freq_y",-0.0456335619070486
"2735","test",13,"WALKING","frequency_body_acceleration_mean_freq_z",0.0426023520184028
"2736","test",13,"WALKING","frequency_body_acceleration_jerk_mean_x",-0.616228070490972
"2737","test",13,"WALKING","frequency_body_acceleration_jerk_mean_y",-0.552247061456944
"2738","test",13,"WALKING","frequency_body_acceleration_jerk_mean_z",-0.674336187459028
"2739","test",13,"WALKING","frequency_body_acceleration_jerk_std_x",-0.604319087604906
"2740","test",13,"WALKING","frequency_body_acceleration_jerk_std_y",-0.505181824891007
"2741","test",13,"WALKING","frequency_body_acceleration_jerk_std_z",-0.7123492546875
"2742","test",13,"WALKING","frequency_body_acceleration_jerk_mean_freq_x",-0.0599707656295139
"2743","test",13,"WALKING","frequency_body_acceleration_jerk_mean_freq_y",-0.269547030773611
"2744","test",13,"WALKING","frequency_body_acceleration_jerk_mean_freq_z",-0.145160550399514
"2745","test",13,"WALKING","frequency_body_gyro_mean_x",-0.616661864512847
"2746","test",13,"WALKING","frequency_body_gyro_mean_y",-0.603858786017708
"2747","test",13,"WALKING","frequency_body_gyro_mean_z",-0.572054939600694
"2748","test",13,"WALKING","frequency_body_gyro_std_x",-0.702696027534722
"2749","test",13,"WALKING","frequency_body_gyro_std_y",-0.607714932788542
"2750","test",13,"WALKING","frequency_body_gyro_std_z",-0.646056795555556
"2751","test",13,"WALKING","frequency_body_gyro_mean_freq_x",-0.108999165264583
"2752","test",13,"WALKING","frequency_body_gyro_mean_freq_y",-0.0918533711315972
"2753","test",13,"WALKING","frequency_body_gyro_mean_freq_z",-0.0105461779659722
"2754","test",13,"WALKING","frequency_body_acceleration_magnitude_mean",-0.540619399544792
"2755","test",13,"WALKING","frequency_body_acceleration_magnitude_std",-0.627459938888889
"2756","test",13,"WALKING","frequency_body_acceleration_magnitude_mean_freq",0.0729112866434028
"2757","test",13,"WALKING","frequency_body_body_acceleration_jerk_magnitude_mean",-0.557004493022917
"2758","test",13,"WALKING","frequency_body_body_acceleration_jerk_magnitude_std",-0.568399401582674
"2759","test",13,"WALKING","frequency_body_body_acceleration_jerk_magnitude_mean_freq",0.171569841803125
"2760","test",13,"WALKING","frequency_body_body_gyro_magnitude_mean",-0.610576689548611
"2761","test",13,"WALKING","frequency_body_body_gyro_magnitude_std",-0.656480983322917
"2762","test",13,"WALKING","frequency_body_body_gyro_magnitude_mean_freq",0.0641039447678472
"2763","test",13,"WALKING","frequency_body_body_gyro_jerk_magnitude_mean",-0.676389681829514
"2764","test",13,"WALKING","frequency_body_body_gyro_jerk_magnitude_std",-0.700494126449653
"2765","test",13,"WALKING","frequency_body_body_gyro_jerk_magnitude_mean_freq",0.157408244812187
"2766","test",18,"WALKING","time_body_acceleration_mean_x",0.277532463990385
"2767","test",18,"WALKING","time_body_acceleration_mean_y",-0.0166320241974519
"2768","test",18,"WALKING","time_body_acceleration_mean_z",-0.109979302360577
"2769","test",18,"WALKING","time_body_acceleration_std_x",-0.727424520817308
"2770","test",18,"WALKING","time_body_acceleration_std_y",-0.660359480980769
"2771","test",18,"WALKING","time_body_acceleration_std_z",-0.763189317548077
"2772","test",18,"WALKING","time_gravity_acceleration_mean_x",0.756037328221154
"2773","test",18,"WALKING","time_gravity_acceleration_mean_y",0.00878710293269231
"2774","test",18,"WALKING","time_gravity_acceleration_mean_z",0.123233612144231
"2775","test",18,"WALKING","time_gravity_acceleration_std_x",-0.984742098269231
"2776","test",18,"WALKING","time_gravity_acceleration_std_y",-0.970366920048077
"2777","test",18,"WALKING","time_gravity_acceleration_std_z",-0.962907091682692
"2778","test",18,"WALKING","time_body_acceleration_jerk_mean_x",0.0779593650163461
"2779","test",18,"WALKING","time_body_acceleration_jerk_mean_y",0.00909718260949519
"2780","test",18,"WALKING","time_body_acceleration_jerk_mean_z",-0.00106857080784615
"2781","test",18,"WALKING","time_body_acceleration_jerk_std_x",-0.76586963875
"2782","test",18,"WALKING","time_body_acceleration_jerk_std_y",-0.749856730817308
"2783","test",18,"WALKING","time_body_acceleration_jerk_std_z",-0.890859767067308
"2784","test",18,"WALKING","time_body_gyro_mean_x",-0.0322331371552885
"2785","test",18,"WALKING","time_body_gyro_mean_y",-0.0702763082291827
"2786","test",18,"WALKING","time_body_gyro_mean_z",0.0842980728913462
"2787","test",18,"WALKING","time_body_gyro_std_x",-0.817285227177885
"2788","test",18,"WALKING","time_body_gyro_std_y",-0.792461568653846
"2789","test",18,"WALKING","time_body_gyro_std_z",-0.794378538509615
"2790","test",18,"WALKING","time_body_gyro_jerk_mean_x",-0.0955440540863462
"2791","test",18,"WALKING","time_body_gyro_jerk_mean_y",-0.0426831572692308
"2792","test",18,"WALKING","time_body_gyro_jerk_mean_z",-0.0496270950754808
"2793","test",18,"WALKING","time_body_gyro_jerk_std_x",-0.834848288028846
"2794","test",18,"WALKING","time_body_gyro_jerk_std_y",-0.915314038413461
"2795","test",18,"WALKING","time_body_gyro_jerk_std_z",-0.860623664375
"2796","test",18,"WALKING","time_body_acceleration_magnitude_mean",-0.697312153605769
"2797","test",18,"WALKING","time_body_acceleration_magnitude_std",-0.730271805927885
"2798","test",18,"WALKING","time_gravity_acceleration_magnitude_mean",-0.697312153605769
"2799","test",18,"WALKING","time_gravity_acceleration_magnitude_std",-0.730271805927885
"2800","test",18,"WALKING","time_body_acceleration_jerk_magnitude_mean",-0.785910973269231
"2801","test",18,"WALKING","time_body_acceleration_jerk_magnitude_std",-0.776923896471154
"2802","test",18,"WALKING","time_body_gyro_magnitude_mean",-0.744997704182692
"2803","test",18,"WALKING","time_body_gyro_magnitude_std",-0.795796275384615
"2804","test",18,"WALKING","time_body_gyro_jerk_magnitude_mean",-0.879167433125
"2805","test",18,"WALKING","time_body_gyro_jerk_magnitude_std",-0.908561989326923
"2806","test",18,"WALKING","frequency_body_acceleration_mean_x",-0.744749031875
"2807","test",18,"WALKING","frequency_body_acceleration_mean_y",-0.690897101057692
"2808","test",18,"WALKING","frequency_body_acceleration_mean_z",-0.822796272884615
"2809","test",18,"WALKING","frequency_body_acceleration_std_x",-0.721478986153846
"2810","test",18,"WALKING","frequency_body_acceleration_std_y",-0.666702601067308
"2811","test",18,"WALKING","frequency_body_acceleration_std_z",-0.752665749889423
"2812","test",18,"WALKING","frequency_body_acceleration_mean_freq_x",-0.181033140312851
"2813","test",18,"WALKING","frequency_body_acceleration_mean_freq_y",0.0147789563355769
"2814","test",18,"WALKING","frequency_body_acceleration_mean_freq_z",-0.00837583699807693
"2815","test",18,"WALKING","frequency_body_acceleration_jerk_mean_x",-0.777145342740385
"2816","test",18,"WALKING","frequency_body_acceleration_jerk_mean_y",-0.760793109615385
"2817","test",18,"WALKING","frequency_body_acceleration_jerk_mean_z",-0.879102215865385
"2818","test",18,"WALKING","frequency_body_acceleration_jerk_std_x",-0.775219162788462
"2819","test",18,"WALKING","frequency_body_acceleration_jerk_std_y",-0.755009613365385
"2820","test",18,"WALKING","frequency_body_acceleration_jerk_std_z",-0.901341426298077
"2821","test",18,"WALKING","frequency_body_acceleration_jerk_mean_freq_x",-0.0415699509519231
"2822","test",18,"WALKING","frequency_body_acceleration_jerk_mean_freq_y",-0.214482176636394
"2823","test",18,"WALKING","frequency_body_acceleration_jerk_mean_freq_z",-0.0892579069245192
"2824","test",18,"WALKING","frequency_body_gyro_mean_x",-0.793787668605769
"2825","test",18,"WALKING","frequency_body_gyro_mean_y",-0.849176455
"2826","test",18,"WALKING","frequency_body_gyro_mean_z",-0.789381459663462
"2827","test",18,"WALKING","frequency_body_gyro_std_x",-0.826478471086538
"2828","test",18,"WALKING","frequency_body_gyro_std_y",-0.766506593028846
"2829","test",18,"WALKING","frequency_body_gyro_std_z",-0.815015477740385
"2830","test",18,"WALKING","frequency_body_gyro_mean_freq_x",-0.0959895970413462
"2831","test",18,"WALKING","frequency_body_gyro_mean_freq_y",-0.284939054436538
"2832","test",18,"WALKING","frequency_body_gyro_mean_freq_z",-0.0978526013629808
"2833","test",18,"WALKING","frequency_body_acceleration_magnitude_mean",-0.735084941985577
